id,date
316,20010115
317,20130118
318,19950821
319,20080320
320,20000526
321,20071002
322,20051110
323,19920630
324,19950317
325,19920723
326,19950301
327,20100821
328,20020627
329,19931110
330,19940119
331,20071203
332,20081231
333,19970410
334,19981202
335,20000308
336,20020924
337,20030319
338,20160329
339,20001020
340,20090316
341,20020218
342,19970805
343,19990325
344,20051125
345,19951123
346,20040228
347,20040124
348,19910924
349,20040314
350,20071012
351,20090706
352,20130927
353,20060612
354,20050416
355,20170110
356,19940914
357,19970923
358,19940124
359,19960905
360,19980527
361,20030908
362,19981217
363,19991013
364,20030909
365,20040920
366,20000322
367,20011126
368,20000204
369,20021024
370,20030904
371,20101109
372,20110125
373,20110321
374,20010809
375,20130221
376,20080725
377,20050908
378,20081216
379,20060604
380,20000628
381,20000803
382,20080402
383,19990121
384,19950320
385,19980630
386,19950213
387,19980610
388,19971014
389,20031118
390,20030905
391,20000328
392,20000324
393,20080611
394,19920729
395,20130723
396,20110228
397,20090619
398,20090416
399,20090313
400,20090407
401,20090324
402,20080122
403,20080214
404,20140131
405,20141111
406,20020419
407,20151215
408,20110225
409,20110912
410,20090325
411,20130628
412,20110309
413,20140527
414,20101116
415,20110509
416,20150511
417,20090617
418,19961125
419,19960717
420,19971119
421,20080125
422,19970206
423,20010312
424,20131122
425,20090112
426,20030927
427,20080815
428,19940810
429,20130429
430,20090608
431,20090212
432,20080909
433,20150910
434,20090326
435,20120701
436,20131018
437,20110608
438,20140617
439,19950313
440,20090312
441,20130803
442,20100424
443,20090406
444,20080128
445,19971120
446,20151007
447,20140501
448,20011121
449,20100929
450,20020716
451,20140909
452,20040114
453,20060914
454,20030220
455,20150211
456,20140515
457,20061106
458,20010823
459,20150311
460,20151209
461,20060913
462,20061010
463,20121030
464,20010821
465,20040713
466,20120614
467,19940112
468,19950505
469,20110816
470,19930421
471,20070522
472,20101202
473,20081103
474,20120718
475,19950110
476,19940427
477,20110222
478,20160923
479,20050117
480,20020402
481,20080905
482,20150623
483,20100716
484,20100719
485,20110221
486,20100715
487,19951003
488,20130920
489,20160815
490,20000223
491,20160601
492,19961120
493,19960802
494,20111109
495,20100709
496,20090710
497,19990527
498,20040730
499,20050701
500,20150819
501,20061025
502,20080118
503,20120901
504,20120606
505,20080222
506,19990603
507,20121108
508,20150828
509,20060911
510,20081223
511,19981209
512,20050815
513,20150904
514,19990107
515,20151127
516,20080423
517,20080514
518,20110704
519,20140717
520,20110416
521,20140312
522,20130419
523,20000224
524,20050907
525,20150827
526,20150821
527,20081229
528,20030714
529,20101028
530,19991007
531,20120905
532,20050914
533,20080117
534,20110826
535,20101001
536,20140124
537,20010906
538,20120727
539,20041109
540,20110602
541,20041103
542,20140724
543,20140918
544,20080910
545,20130116
546,20031110
547,20140718
548,20090423
549,20081110
550,20010108
551,20090415
552,20011210
553,19941214
554,19991126
555,19950330
556,20150617
557,20020619
558,20080904
559,19951205
560,20140723
561,20120417
562,20021120
563,20140810
564,19990813
565,20090514
566,20110307
567,20011002
568,20020703
569,20010403
570,20010607
571,20010531
572,20011024
573,20030425
574,20060720
575,20061130
576,20090905
577,20140808
578,20071228
579,20020725
580,20030117
581,20150316
582,20020204
583,20090603
584,20090625
585,20090604
586,20030403
587,20080227
588,20121214
589,20130715
590,20110303
591,20070806
592,20141121
593,20100826
594,20130807
595,20021203
596,20081031
597,20070926
598,20120725
599,20030603
600,20040107
601,20161101
602,20121205
603,20020212
604,20090408
605,20050629
606,20060912
607,20030120
608,20090420
609,20030116
610,20031007
611,20011019
612,20150814
613,20020306
614,20050207
615,20090126
616,20130430
617,20100714
618,20040304
619,20140916
620,20061201
621,20020905
622,20050402
623,20150918
624,20070609
625,20160528
626,20071015
627,20090311
628,20040422
629,20060921
630,20090529
631,20090501
632,20081127
633,20150306
634,20151218
635,20140120
636,20160627
637,20050706
638,20040203
639,20030123
640,20040127
641,20021104
642,20020612
643,20150709
644,20090414
645,20120629
646,20060120
647,20020723
648,20090409
649,20020110
650,20011115
651,20050613
652,20140329
653,20090528
654,20050912
655,20030110
656,20130313
657,20081107
658,20081104
659,20081007
660,20030122
661,20080908
662,20030910
663,20030211
664,20090707
665,20090715
666,20060915
667,20090331
668,20031204
669,20040317
670,20040313
671,20030414
672,20011212
673,20110625
674,20061020
675,20071220
676,20071219
677,20050627
678,20081222
679,20020906
680,20030812
681,20030819
682,20050616
683,20041026
684,20040514
685,20151112
686,20020430
687,20040414
688,20050702
689,20080704
690,20080627
691,20040309
692,20090727
693,20090310
694,20090107
695,20070421
696,20140715
697,20140110
698,20080124
699,20030906
700,20040907
701,20040921
702,20080724
703,20091001
704,20111128
705,20050630
706,20060403
707,20131218
708,20060906
709,20150811
710,20060831
711,20060821
712,20031105
713,20040214
714,20150206
715,20040809
716,20040319
717,20031017
718,20080123
719,20050315
720,20051201
721,20031016
722,20021030
723,20110908
724,20141112
725,20030903
726,20160715
727,20091208
728,20091205
729,20090721
730,20050217
731,20070508
732,20070514
733,20040311
734,20031209
735,20070606
736,20050923
737,20100729
738,20081029
739,20081016
740,20081017
741,20050428
742,20151027
743,20110224
744,20031111
745,20060601
746,20060622
747,20040526
748,20071117
749,20080709
750,20121109
751,20160531
752,20090309
753,20051118
754,20151020
755,20060901
756,20090205
757,20150227
758,20040831
759,20050926
760,20060905
761,20080226
762,20150330
763,20111212
764,20081211
765,20120912
766,20160127
767,20121210
768,20030902
769,20040331
770,20130406
771,20071129
772,20110305
773,20050316
774,20080501
775,20050602
776,20050628
777,20141210
778,20151211
779,20120418
780,20050621
781,20030926
782,20041222
783,20150812
784,20150418
785,20130806
786,20030826
787,20090522
788,20070402
789,20070222
790,20090521
791,20151210
792,20060314
793,20140108
794,20110218
795,20110214
796,20120227
797,20120217
798,20120713
799,20120705
800,20120717
801,20120706
802,20120716
803,20120720
804,20040122
805,20030731
806,20040720
807,20050606
808,20060909
809,20060729
810,20051115
811,20080229
812,20150701
813,20121211
814,20140827
815,20111221
816,20050720
817,20140713
818,20130107
819,20140826
820,20060209
821,20050512
822,20080721
823,20151028
824,20141107
825,20120114
826,20061116
827,20070611
828,20061202
829,20061228
830,20030804
831,20120221
832,20160108
833,20070725
834,20150113
835,20050811
836,20130421
837,20121120
838,20031120
839,20050704
840,20050105
841,20081106
842,20111015
843,20060509
844,20141114
845,20150908
846,20080801
847,20090612
848,20151013
849,20070201
850,20070423
851,20080521
852,20070215
853,20090227
854,20150121
855,20151014
856,20061212
857,20030630
858,20130109
859,20090209
860,20110628
861,20150813
862,20090506
863,20071019
864,20131127
865,20110901
866,20120809
867,20081122
868,20040915
869,20051205
870,20070504
871,20090618
872,20090305
873,20090306
874,20120425
875,20081014
876,20091130
877,20110805
878,20070817
879,20080802
880,20100904
881,20160104
882,20040611
883,20060218
884,20040727
885,20140129
886,20070223
887,20070302
888,20070220
889,20130129
890,20090626
891,20041001
892,20080723
893,20070324
894,20151012
895,20080522
896,20070327
897,20071108
898,20070330
899,20100621
900,20070807
901,20080729
902,20130816
903,20050506
904,20050505
905,20090611
906,20140203
907,20120328
908,20080707
909,20050608
910,20040709
911,20100201
912,20080912
913,20090330
914,20161027
915,20121126
916,20091204
917,20080116
918,20061017
919,20070803
920,20070723
921,20090803
922,20050429
923,20160609
924,20060706
925,20121206
926,20121218
927,20060822
928,20140814
929,20080606
930,20070530
931,20041115
932,20080218
933,20050228
934,20041206
935,20050114
936,20130917
937,20050426
938,20050708
939,20050901
940,20160316
941,20041203
942,20080212
943,20070811
944,20051104
945,20080906
946,20080920
947,20090320
948,20050222
949,20041102
950,20060126
951,20071024
952,20090202
953,20070126
954,20091207
955,20080509
956,20080507
957,20060607
958,20070618
959,20080612
960,20090826
961,20080206
962,20080311
963,20061107
964,20060818
965,20050725
966,20170222
967,20150507
968,20070524
969,20060531
970,20090520
971,20041207
972,20071029
973,20050711
974,20070416
975,20110423
976,20100824
977,20050215
978,20070907
979,20151114
980,20060805
981,20060801
982,20070203
983,20161220
984,20100809
985,20100605
986,20100308
987,20110517
988,20110120
989,20100419
990,20060718
991,20051215
992,20170303
993,20061221
994,20061104
995,20070724
996,20051117
997,20080502
998,20080422
999,20090601
1000,20090722
1001,20070608
1002,20061117
1003,20150318
1004,20071106
1005,20071102
1006,20081023
1007,20091217
1008,20170213
1009,20081015
1010,20080319
1011,20110302
1012,20061005
1013,20160220
1014,20170125
1015,20070730
1016,20140310
1017,20051019
1018,20110304
1019,20050421
1020,20080102
1021,20051005
1022,20121121
1023,20070129
1024,20110311
1025,20051004
1026,20070329
1027,20070323
1028,20070224
1029,20051021
1030,20160204
1031,20080915
1032,20080922
1033,20100917
1034,20100915
1035,20100913
1036,20100928
1037,20150911
1038,20120201
1039,20060826
1040,20071122
1041,20090720
1042,20121129
1043,20090519
1044,20090512
1045,20090820
1046,20090813
1047,20090909
1048,20090825
1049,20090814
1050,20090817
1051,20090916
1052,20070227
1053,20070622
1054,20070426
1055,20100804
1056,20080524
1057,20070922
1058,20100203
1059,20060602
1060,20051010
1061,20060908
1062,20060902
1063,20050902
1064,20061007
1065,20070801
1066,20071103
1067,20080530
1068,20080508
1069,20061207
1070,20140628
1071,20051026
1072,20060825
1073,20070906
1074,20160819
1075,20101218
1076,20120919
1077,20080216
1078,20070912
1079,20070119
1080,20070312
1081,20070130
1082,20070405
1083,20090430
1084,20070721
1085,20070802
1086,20081008
1087,20080918
1088,20090123
1089,20090127
1090,20080702
1091,20060807
1092,20061028
1093,20080225
1094,20130328
1095,20130323
1096,20130326
1097,20070531
1098,20131210
1099,20080613
1100,20070127
1101,20080715
1102,20100326
1103,20090128
1104,20070726
1105,20070116
1106,20100616
1107,20110520
1108,20161110
1109,20070511
1110,20061204
1111,20130420
1112,20080710
1113,20080616
1114,20080618
1115,20070605
1116,20070614
1117,20061120
1118,20060512
1119,20060616
1120,20090928
1121,20121204
1122,20110119
1123,20110118
1124,20080131
1125,20070604
1126,20130810
1127,20111010
1128,20090124
1129,20130411
1130,20120702
1131,20060615
1132,20060626
1133,20060623
1134,20070313
1135,20070928
1136,20080523
1137,20091016
1138,20111017
1139,20091019
1140,20091023
1141,20091020
1142,20100624
1143,20071121
1144,20130709
1145,20060216
1146,20070309
1147,20070310
1148,20090716
1149,20090307
1150,20091116
1151,20091112
1152,20091106
1153,20061222
1154,20090318
1155,20060227
1156,20110728
1157,20100322
1158,20100319
1159,20141120
1160,20070413
1161,20080923
1162,20170116
1163,20090709
1164,20080806
1165,20080814
1166,20060502
1167,20070115
1168,20100601
1169,20120805
1170,20070925
1171,20090317
1172,20110426
1173,20091128
1174,20111004
1175,20110909
1176,20110915
1177,20060628
1178,20081208
1179,20100122
1180,20100123
1181,20080609
1182,20090516
1183,20090513
1184,20080506
1185,20080415
1186,20080812
1187,20090622
1188,20060731
1189,20070123
1190,20070112
1191,20160804
1192,20070731
1193,20070710
1194,20080219
1195,20120623
1196,20160510
1197,20160513
1198,20070704
1199,20070706
1200,20070705
1201,20060823
1202,20060811
1203,20060814
1204,20081024
1205,20071114
1206,20070921
1207,20090226
1208,20070206
1209,20100212
1210,20091028
1211,20150925
1212,20061103
1213,20070903
1214,20080628
1215,20091117
1216,20070626
1217,20080620
1218,20080314
1219,20110519
1220,20100114
1221,20100107
1222,20060703
1223,20170317
1224,20150102
1225,20060918
1226,20080510
1227,20071126
1228,20091230
1229,20100302
1230,20090515
1231,20070306
1232,20081217
1233,20070727
1234,20150205
1235,20080527
1236,20110428
1237,20120123
1238,20081201
1239,20070521
1240,20110613
1241,20061213
1242,20061203
1243,20081105
1244,20061118
1245,20070518
1246,20080121
1247,20070228
1248,20071023
1249,20150224
1250,20080412
1251,20061229
1252,20121004
1253,20141017
1254,20130617
1255,20080917
1256,20070420
1257,20080129
1258,20090724
1259,20150527
1260,20101002
1261,20101004
1262,20101008
1263,20061121
1264,20100209
1265,20100217
1266,20100423
1267,20100914
1268,20130726
1269,20070108
1270,20080822
1271,20080305
1272,20100320
1273,20090708
1274,20141205
1275,20141203
1276,20071005
1277,20151030
1278,20071124
1279,20090527
1280,20121005
1281,20130426
1282,20160222
1283,20070822
1284,20070917
1285,20070908
1286,20080913
1287,20091127
1288,20120903
1289,20070519
1290,20100623
1291,20071212
1292,20070226
1293,20071004
1294,20070920
1295,20070517
1296,20071213
1297,20160225
1298,20081030
1299,20140106
1300,20140910
1301,20090122
1302,20100611
1303,20080602
1304,20070913
1305,20140415
1306,20070407
1307,20090203
1308,20090224
1309,20070523
1310,20160817
1311,20101230
1312,20150120
1313,20070804
1314,20150731
1315,20090925
1316,20090930
1317,20110414
1318,20110715
1319,20080804
1320,20170107
1321,20161102
1322,20081120
1323,20151217
1324,20081121
1325,20090210
1326,20071008
1327,20100630
1328,20071120
1329,20080517
1330,20070915
1331,20090613
1332,20080617
1333,20081204
1334,20100218
1335,20111107
1336,20080429
1337,20121207
1338,20121115
1339,20121116
1340,20080630
1341,20120214
1342,20090223
1343,20090717
1344,20080719
1345,20110905
1346,20170218
1347,20130201
1348,20090225
1349,20100625
1350,20131008
1351,20160318
1352,20160407
1353,20160406
1354,20080603
1355,20080605
1356,20080610
1357,20110722
1358,20131212
1359,20100902
1360,20141223
1361,20110714
1362,20080625
1363,20081001
1364,20100712
1365,20160616
1366,20071109
1367,20071009
1368,20081011
1369,20091105
1370,20120120
1371,20090818
1372,20100920
1373,20100813
1374,20091012
1375,20150820
1376,20100702
1377,20100705
1378,20100109
1379,20100108
1380,20140606
1381,20090602
1382,20091214
1383,20100515
1384,20090921
1385,20090922
1386,20090629
1387,20090129
1388,20080208
1389,20080621
1390,20090102
1391,20110107
1392,20121117
1393,20080304
1394,20080409
1395,20150512
1396,20081002
1397,20091022
1398,20100817
1399,20071030
1400,20081113
1401,20081219
1402,20091026
1403,20130312
1404,20080607
1405,20080103
1406,20071021
1407,20120318
1408,20150401
1409,20080929
1410,20080919
1411,20140520
1412,20110825
1413,20080430
1414,20100916
1415,20140519
1416,20110516
1417,20121123
1418,20111216
1419,20110521
1420,20110518
1421,20120814
1422,20110527
1423,20120831
1424,20120511
1425,20120505
1426,20120518
1427,20120504
1428,20120510
1429,20120524
1430,20120430
1431,20120512
1432,20130906
1433,20130916
1434,20130904
1435,20090609
1436,20081118
1437,20080604
1438,20080531
1439,20130314
1440,20090915
1441,20090924
1442,20100128
1443,20100927
1444,20110404
1445,20130605
1446,20130523
1447,20120305
1448,20120309
1449,20120301
1450,20120908
1451,20120907
1452,20090711
1453,20080711
1454,20080705
1455,20091002
1456,20091005
1457,20090228
1458,20090620
1459,20080809
1460,20150402
1461,20101120
1462,20130721
1463,20101110
1464,20091215
1465,20090119
1466,20090616
1467,20090623
1468,20080424
1469,20080408
1470,20160811
1471,20130409
1472,20110525
1473,20100226
1474,20100305
1475,20080426
1476,20080726
1477,20090121
1478,20140305
1479,20090725
1480,20090723
1481,20100129
1482,20150721
1483,20100126
1484,20090526
1485,20151202
1486,20080916
1487,20151008
1488,20120515
1489,20140612
1490,20100318
1491,20120616
1492,20110126
1493,20141127
1494,20150428
1495,20080419
1496,20091209
1497,20090918
1498,20090919
1499,20140620
1500,20090304
1501,20090424
1502,20150526
1503,20110407
1504,20130517
1505,20140210
1506,20111115
1507,20111114
1508,20120728
1509,20120803
1510,20120731
1511,20120808
1512,20130601
1513,20130604
1514,20130610
1515,20081013
1516,20140327
1517,20170321
1518,20081115
1519,20090804
1520,20090807
1521,20110420
1522,20110421
1523,20141128
1524,20100219
1525,20100726
1526,20110725
1527,20110729
1528,20111031
1529,20161021
1530,20170106
1531,20170111
1532,20120312
1533,20100820
1534,20100518
1535,20110411
1536,20140812
1537,20121216
1538,20111027
1539,20120929
1540,20111024
1541,20111214
1542,20111022
1543,20091224
1544,20100717
1545,20101025
1546,20101029
1547,20110730
1548,20100311
1549,20130228
1550,20150909
1551,20090627
1552,20110723
1553,20110806
1554,20110718
1555,20090910
1556,20120331
1557,20140720
1558,20101009
1559,20101015
1560,20100906
1561,20100910
1562,20100909
1563,20120413
1564,20120419
1565,20120416
1566,20160408
1567,20161116
1568,20150319
1569,20150707
1570,20130218
1571,20120530
1572,20141006
1573,20080808
1574,20090105
1575,20130821
1576,20091107
1577,20091202
1578,20100907
1579,20100415
1580,20110301
1581,20100819
1582,20100422
1583,20140211
1584,20090530
1585,20110811
1586,20090509
1587,20151019
1588,20151116
1589,20141028
1590,20090701
1591,20100125
1592,20100202
1593,20150630
1594,20090116
1595,20111005
1596,20120411
1597,20120412
1598,20140416
1599,20111110
1600,20150323
1601,20140403
1602,20091109
1603,20091008
1604,20100127
1605,20081108
1606,20091031
1607,20151016
1608,20130722
1609,20090508
1610,20120307
1611,20120303
1612,20120920
1613,20120928
1614,20131021
1615,20161223
1616,20091102
1617,20100924
1618,20151009
1619,20140712
1620,20090702
1621,20110623
1622,20110719
1623,20110706
1624,20121112
1625,20090615
1626,20091006
1627,20091003
1628,20110201
1629,20110205
1630,20100828
1631,20091119
1632,20100223
1633,20090214
1634,20100603
1635,20121012
1636,20100911
1637,20100923
1638,20101011
1639,20100807
1640,20141029
1641,20100206
1642,20110504
1643,20100225
1644,20150214
1645,20100220
1646,20100222
1647,20160727
1648,20110310
1649,20091103
1650,20100115
1651,20130123
1652,20120719
1653,20120723
1654,20120730
1655,20090904
1656,20110705
1657,20090728
1658,20130830
1659,20090917
1660,20090929
1661,20101013
1662,20101012
1663,20111025
1664,20130309
1665,20130308
1666,20130318
1667,20130315
1668,20130322
1669,20130306
1670,20130307
1671,20130325
1672,20130823
1673,20130829
1674,20090902
1675,20140317
1676,20110615
1677,20110610
1678,20091104
1679,20091110
1680,20100428
1681,20130503
1682,20130502
1683,20130510
1684,20121020
1685,20120117
1686,20090903
1687,20131115
1688,20110223
1689,20101027
1690,20120913
1691,20110629
1692,20110622
1693,20110711
1694,20130812
1695,20160203
1696,20090606
1697,20090907
1698,20150914
1699,20090630
1700,20130705
1701,20120208
1702,20120712
1703,20160729
1704,20160130
1705,20150309
1706,20170308
1707,20110620
1708,20120925
1709,20120627
1710,20120625
1711,20120531
1712,20140217
1713,20140221
1714,20090713
1715,20170124
1716,20170120
1717,20170127
1718,20090801
1719,20160202
1720,20100727
1721,20100722
1722,20140708
1723,20101014
1724,20101016
1725,20121003
1726,20110526
1727,20120820
1728,20111011
1729,20111007
1730,20140411
1731,20111019
1732,20111104
1733,20120509
1734,20150609
1735,20140429
1736,20121018
1737,20121006
1738,20121016
1739,20121015
1740,20121002
1741,20100918
1742,20090703
1743,20101229
1744,20160106
1745,20110916
1746,20131107
1747,20110523
1748,20120223
1749,20120220
1750,20120726
1751,20150119
1752,20170214
1753,20150714
1754,20091024
1755,20111203
1756,20110415
1757,20160906
1758,20161007
1759,20120119
1760,20130713
1761,20130712
1762,20130716
1763,20140111
1764,20091210
1765,20091111
1766,20110401
1767,20100527
1768,20110419
1769,20110917
1770,20160227
1771,20151021
1772,20110507
1773,20110111
1774,20110114
1775,20110707
1776,20110708
1777,20120210
1778,20120209
1779,20120802
1780,20120810
1781,20120817
1782,20091211
1783,20090821
1784,20100622
1785,20110203
1786,20120811
1787,20101103
1788,20110910
1789,20110906
1790,20160701
1791,20110902
1792,20110831
1793,20091120
1794,20091126
1795,20140627
1796,20120126
1797,20130507
1798,20150826
1799,20110624
1800,20110617
1801,20111207
1802,20120630
1803,20121027
1804,20121013
1805,20121022
1806,20121024
1807,20130621
1808,20131004
1809,20131011
1810,20131019
1811,20140523
1812,20140524
1813,20101017
1814,20110511
1815,20120707
1816,20120621
1817,20120709
1818,20130802
1819,20110211
1820,20150417
1821,20110630
1822,20100629
1823,20120310
1824,20120308
1825,20110505
1826,20111026
1827,20100211
1828,20150106
1829,20100121
1830,20100706
1831,20160303
1832,20140123
1833,20131214
1834,20150922
1835,20150907
1836,20150905
1837,20130909
1838,20131009
1839,20131005
1840,20130207
1841,20100205
1842,20130530
1843,20160402
1844,20100827
1845,20100301
1846,20121103
1847,20120122
1848,20120116
1849,20110112
1850,20110113
1851,20130205
1852,20130214
1853,20130204
1854,20130930
1855,20130921
1856,20140121
1857,20140127
1858,20140830
1859,20141209
1860,20150928
1861,20160322
1862,20140623
1863,20110815
1864,20110804
1865,20130424
1866,20110219
1867,20110216
1868,20150320
1869,20150605
1870,20130702
1871,20130215
1872,20130301
1873,20101223
1874,20120428
1875,20120503
1876,20140626
1877,20110801
1878,20130529
1879,20121217
1880,20130923
1881,20160412
1882,20160331
1883,20121104
1884,20130805
1885,20131111
1886,20131118
1887,20131119
1888,20140428
1889,20121102
1890,20101104
1891,20110122
1892,20110128
1893,20120202
1894,20120128
1895,20120204
1896,20160206
1897,20101112
1898,20101005
1899,20100615
1900,20120319
1901,20140324
1902,20140401
1903,20160317
1904,20110616
1905,20130607
1906,20120829
1907,20110124
1908,20120414
1909,20130114
1910,20130110
1911,20130121
1912,20130104
1913,20130111
1914,20130208
1915,20140529
1916,20151201
1917,20160405
1918,20151204
1919,20140703
1920,20101220
1921,20120608
1922,20120529
1923,20110930
1924,20111220
1925,20101113
1926,20101105
1927,20161017
1928,20120218
1929,20161209
1930,20120127
1931,20131104
1932,20131101
1933,20131102
1934,20131108
1935,20131106
1936,20130408
1937,20130404
1938,20130412
1939,20121113
1940,20110823
1941,20101108
1942,20101019
1943,20130320
1944,20130212
1945,20101119
1946,20120427
1947,20101111
1948,20160702
1949,20130102
1950,20150711
1951,20101021
1952,20101022
1953,20101018
1954,20111122
1955,20111117
1956,20121010
1957,20130130
1958,20150720
1959,20141224
1960,20150702
1961,20150112
1962,20140223
1963,20120402
1964,20120501
1965,20120330
1966,20120327
1967,20120926
1968,20120927
1969,20150829
1970,20131014
1971,20110209
1972,20110409
1973,20110210
1974,20110503
1975,20110506
1976,20101115
1977,20120917
1978,20121114
1979,20150505
1980,20150416
1981,20150627
1982,20150626
1983,20110720
1984,20110413
1985,20140901
1986,20120228
1987,20160913
1988,20110513
1989,20120106
1990,20130125
1991,20131206
1992,20110315
1993,20140707
1994,20140714
1995,20140225
1996,20110907
1997,20131002
1998,20131022
1999,20150409
2000,20141108
2001,20130724
2002,20150727
2003,20160302
2004,20130117
2005,20111205
2006,20111206
2007,20111202
2008,20111215
2009,20111028
2010,20130815
2011,20140423
2012,20140425
2013,20140422
2014,20140915
2015,20140919
2016,20110406
2017,20160512
2018,20130305
2019,20130327
2020,20130223
2021,20131028
2022,20140214
2023,20140303
2024,20141023
2025,20141020
2026,20141018
2027,20120225
2028,20120222
2029,20170118
2030,20140117
2031,20121019
2032,20121017
2033,20140516
2034,20140513
2035,20140510
2036,20150518
2037,20150515
2038,20150516
2039,20150708
2040,20150710
2041,20120203
2042,20120326
2043,20140610
2044,20130304
2045,20141009
2046,20140930
2047,20150321
2048,20150917
2049,20160404
2050,20120329
2051,20120703
2052,20150508
2053,20120611
2054,20160922
2055,20140929
2056,20140630
2057,20120121
2058,20160525
2059,20110604
2060,20110512
2061,20120914
2062,20130524
2063,20130625
2064,20111006
2065,20111003
2066,20120711
2067,20120724
2068,20130719
2069,20160226
2070,20140722
2071,20110929
2072,20120420
2073,20151015
2074,20120324
2075,20130211
2076,20131023
2077,20110716
2078,20141101
2079,20110818
2080,20110814
2081,20110822
2082,20140920
2083,20140314
2084,20111029
2085,20111103
2086,20111119
2087,20120306
2088,20120609
2089,20121224
2090,20131030
2091,20110721
2092,20111123
2093,20120206
2094,20130919
2095,20151216
2096,20160927
2097,20170307
2098,20111209
2099,20111013
2100,20140414
2101,20140815
2102,20150717
2103,20150817
2104,20160719
2105,20120602
2106,20120612
2107,20120620
2108,20130206
2109,20150410
2110,20140405
2111,20120502
2112,20111021
2113,20120514
2114,20140801
2115,20130311
2116,20120519
2117,20120526
2118,20120615
2119,20120619
2120,20120618
2121,20161011
2122,20130115
2123,20121008
2124,20140311
2125,20131012
2126,20150217
2127,20150219
2128,20150220
2129,20150303
2130,20141007
2131,20141013
2132,20141003
2133,20141010
2134,20141002
2135,20160308
2136,20160304
2137,20160301
2138,20160223
2139,20160307
2140,20160224
2141,20120216
